date_reference,date_publication,monia_percent,monia_decimal,volume_jj_mmad
2022-06-15,2022-06-16,1.46,0.0146,12784.0
2022-06-16,2022-06-17,1.438,0.014379999999999999,10483.0
2022-06-17,2022-06-20,1.444,0.01444,9291.0
2022-06-20,2022-06-21,1.424,0.01424,8554.0
2022-06-21,2022-06-22,1.428,0.01428,9169.0
2022-06-22,2022-06-23,1.419,0.014190000000000001,9449.0
2022-06-23,2022-06-24,1.432,0.01432,10487.0
2022-06-24,2022-06-27,1.437,0.01437,9434.0
2022-06-27,2022-06-28,1.436,0.01436,11538.0
2022-06-28,2022-06-29,1.433,0.01433,11593.0
2022-06-29,2022-06-30,1.445,0.014450000000000001,11766.0
2022-06-30,2022-07-01,1.467,0.01467,12105.0
2022-07-01,2022-07-04,1.464,0.01464,9683.0
2022-07-04,2022-07-05,1.457,0.014570000000000001,10565.0
2022-07-05,2022-07-06,1.449,0.014490000000000001,11455.0
2022-07-06,2022-07-07,1.438,0.014379999999999999,13145.0
2022-07-07,2022-07-08,1.447,0.01447,13768.0
2022-07-08,2022-07-12,1.461,0.014610000000000001,10793.0
2022-07-12,2022-07-13,1.446,0.014459999999999999,9538.0
2022-07-13,2022-07-14,1.434,0.014339999999999999,11528.0
2022-07-14,2022-07-15,1.444,0.01444,10236.0
2022-07-15,2022-07-18,1.435,0.01435,10228.0
2022-07-18,2022-07-19,1.428,0.01428,10071.0
2022-07-19,2022-07-20,1.435,0.01435,8412.0
2022-07-20,2022-07-21,1.434,0.014339999999999999,8761.0
2022-07-21,2022-07-22,1.446,0.014459999999999999,9073.0
2022-07-22,2022-07-25,1.444,0.01444,8002.0
2022-07-25,2022-07-26,1.443,0.01443,8751.0
2022-07-26,2022-07-27,1.462,0.01462,9631.0
2022-07-27,2022-07-28,1.437,0.01437,8983.0
2022-07-28,2022-07-29,1.445,0.014450000000000001,8570.0
2022-07-29,2022-08-01,1.454,0.014539999999999999,8484.0
2022-08-01,2022-08-02,1.453,0.014530000000000001,9132.0
2022-08-02,2022-08-03,1.457,0.014570000000000001,9305.0
2022-08-03,2022-08-04,1.436,0.01436,12234.0
2022-08-04,2022-08-05,1.469,0.014690000000000002,10173.0
2022-08-05,2022-08-08,1.433,0.01433,8086.0
2022-08-08,2022-08-09,1.442,0.014419999999999999,8599.0
2022-08-09,2022-08-10,1.439,0.01439,7276.0
2022-08-10,2022-08-11,1.44,0.0144,7243.0
2022-08-11,2022-08-12,1.434,0.014339999999999999,7060.0
2022-08-12,2022-08-15,1.402,0.01402,8753.0
2022-08-15,2022-08-16,1.428,0.01428,8108.0
2022-08-16,2022-08-17,1.424,0.01424,8134.0
2022-08-17,2022-08-18,1.434,0.014339999999999999,6872.0
2022-08-18,2022-08-19,1.415,0.014150000000000001,6978.0
2022-08-19,2022-08-22,1.419,0.014190000000000001,6335.0
2022-08-22,2022-08-23,1.42,0.014199999999999999,6009.0
2022-08-23,2022-08-24,1.413,0.01413,8456.0
2022-08-24,2022-08-25,1.419,0.014190000000000001,8740.0
2022-08-25,2022-08-26,1.428,0.01428,7923.0
2022-08-26,2022-08-29,1.418,0.01418,7787.0
2022-08-29,2022-08-30,1.428,0.01428,8141.0
2022-08-30,2022-08-31,1.455,0.01455,8413.0
2022-08-31,2022-09-01,1.428,0.01428,7386.0
2022-09-01,2022-09-02,1.452,0.01452,8331.0
2022-09-02,2022-09-05,1.431,0.01431,5981.0
2022-09-05,2022-09-06,1.434,0.014339999999999999,7532.0
2022-09-06,2022-09-07,1.442,0.014419999999999999,8131.0
2022-09-07,2022-09-08,1.444,0.01444,8361.0
2022-09-08,2022-09-09,1.434,0.014339999999999999,6878.0
2022-09-09,2022-09-12,1.427,0.01427,6544.0
2022-09-12,2022-09-13,1.418,0.01418,7546.0
2022-09-13,2022-09-14,1.423,0.01423,6586.0
2022-09-14,2022-09-15,1.372,0.013720000000000001,8959.0
2022-09-15,2022-09-16,1.409,0.01409,8523.0
2022-09-16,2022-09-19,1.409,0.01409,9281.0
2022-09-19,2022-09-20,1.413,0.01413,8119.0
2022-09-20,2022-09-21,1.422,0.01422,9946.0
2022-09-21,2022-09-22,1.424,0.01424,9431.0
2022-09-22,2022-09-23,1.416,0.014159999999999999,7563.0
2022-09-23,2022-09-26,1.421,0.01421,7715.0
2022-09-26,2022-09-27,1.43,0.0143,7377.0
2022-09-27,2022-09-28,1.366,0.01366,9422.0
2022-09-28,2022-09-29,1.894,0.01894,9434.0
2022-09-29,2022-09-30,1.992,0.01992,11092.0
2022-09-30,2022-10-03,2.002,0.020019999999999996,13620.0
2022-10-03,2022-10-04,1.988,0.01988,6648.0
2022-10-04,2022-10-05,1.968,0.01968,7743.0
2022-10-05,2022-10-06,1.969,0.01969,7313.0
2022-10-06,2022-10-07,1.961,0.019610000000000002,7832.0
2022-10-07,2022-10-11,1.981,0.01981,8163.0
2022-10-11,2022-10-12,1.977,0.01977,7715.0
2022-10-12,2022-10-13,1.966,0.01966,8851.0
2022-10-13,2022-10-14,1.958,0.01958,9983.0
2022-10-14,2022-10-17,1.955,0.01955,6591.0
2022-10-17,2022-10-18,1.944,0.01944,13472.0
2022-10-18,2022-10-19,1.941,0.01941,10272.0
2022-10-19,2022-10-20,1.951,0.01951,9968.0
2022-10-20,2022-10-21,1.932,0.01932,12054.0
2022-10-21,2022-10-24,1.937,0.019370000000000002,11511.0
2022-10-24,2022-10-25,1.942,0.01942,8803.0
2022-10-25,2022-10-26,1.954,0.01954,9627.0
2022-10-26,2022-10-27,1.935,0.01935,7387.0
2022-10-27,2022-10-28,1.932,0.01932,9952.0
2022-10-28,2022-10-31,1.963,0.01963,10142.0
2022-10-31,2022-11-01,1.967,0.01967,14035.0
2022-11-01,2022-11-02,1.955,0.01955,9829.0
2022-11-02,2022-11-03,1.974,0.01974,12438.0
2022-11-03,2022-11-04,1.956,0.01956,8943.0
2022-11-04,2022-11-07,1.939,0.01939,8063.0
2022-11-07,2022-11-08,1.939,0.01939,7273.0
2022-11-08,2022-11-09,1.927,0.01927,8492.0
2022-11-09,2022-11-10,1.928,0.01928,9315.0
2022-11-10,2022-11-11,1.93,0.019299999999999998,7896.0
2022-11-11,2022-11-14,1.92,0.0192,8051.0
2022-11-14,2022-11-15,1.925,0.01925,9319.0
2022-11-15,2022-11-16,1.916,0.01916,9578.0
2022-11-16,2022-11-17,1.908,0.01908,10646.0
2022-11-17,2022-11-21,1.912,0.019119999999999998,9035.0
2022-11-21,2022-11-22,1.918,0.01918,8268.0
2022-11-22,2022-11-23,1.912,0.019119999999999998,9720.0
2022-11-23,2022-11-24,1.913,0.01913,9195.0
2022-11-24,2022-11-25,1.917,0.01917,9834.0
2022-11-25,2022-11-28,1.91,0.0191,10282.0
2022-11-28,2022-11-29,1.916,0.01916,9489.0
2022-11-29,2022-11-30,1.93,0.019299999999999998,8479.0
2022-11-30,2022-12-01,1.95,0.0195,9095.0
2022-12-01,2022-12-02,1.924,0.01924,7681.0
2022-12-02,2022-12-05,1.922,0.01922,8111.0
2022-12-05,2022-12-06,1.919,0.01919,10240.0
2022-12-06,2022-12-07,1.91,0.0191,11156.0
2022-12-07,2022-12-08,1.921,0.01921,10866.0
2022-12-08,2022-12-09,1.92,0.0192,8587.0
2022-12-09,2022-12-12,1.922,0.01922,7620.0
2022-12-12,2022-12-13,1.922,0.01922,9571.0
2022-12-13,2022-12-14,1.913,0.01913,9384.0
2022-12-14,2022-12-15,1.911,0.019110000000000002,10793.0
2022-12-15,2022-12-16,1.877,0.01877,10484.0
2022-12-16,2022-12-19,1.941,0.01941,8539.0
2022-12-19,2022-12-20,1.955,0.01955,9629.0
2022-12-20,2022-12-21,1.946,0.019459999999999998,11567.0
2022-12-21,2022-12-22,2.437,0.02437,10502.0
2022-12-22,2022-12-23,2.424,0.024239999999999998,10053.0
2022-12-23,2022-12-26,2.416,0.02416,7118.0
2022-12-26,2022-12-27,2.437,0.02437,8335.0
2022-12-27,2022-12-28,2.444,0.02444,8925.0
2022-12-28,2022-12-29,2.48,0.0248,6567.0
2022-12-29,2022-12-30,2.493,0.024929999999999997,11117.0
2022-12-30,2023-01-02,2.5,0.025,19330.0
2023-01-02,2023-01-03,2.483,0.02483,9002.0
2023-01-03,2023-01-04,2.472,0.02472,10034.0
2023-01-04,2023-01-05,2.456,0.02456,8027.0
2023-01-05,2023-01-06,2.444,0.02444,7822.0
2023-01-06,2023-01-09,2.443,0.02443,8860.0
2023-01-09,2023-01-10,2.425,0.024249999999999997,8120.0
2023-01-10,2023-01-12,2.437,0.02437,8280.0
2023-01-12,2023-01-13,2.439,0.024390000000000002,12430.0
2023-01-13,2023-01-16,2.445,0.02445,8153.0
2023-01-16,2023-01-17,2.417,0.024169999999999997,11111.0
2023-01-17,2023-01-18,2.418,0.02418,9732.0
2023-01-18,2023-01-19,2.417,0.024169999999999997,9770.0
2023-01-19,2023-01-20,2.417,0.024169999999999997,8567.0
2023-01-20,2023-01-23,2.413,0.02413,8918.0
2023-01-23,2023-01-24,2.409,0.024089999999999997,9184.0
2023-01-24,2023-01-25,2.417,0.024169999999999997,9351.0
2023-01-25,2023-01-26,2.414,0.02414,9646.0
2023-01-26,2023-01-27,2.405,0.02405,9190.0
2023-01-27,2023-01-30,2.428,0.02428,9978.0
2023-01-30,2023-01-31,2.447,0.024470000000000002,11445.0
2023-01-31,2023-02-01,2.448,0.02448,13204.0
2023-02-01,2023-02-02,2.453,0.02453,13430.0
2023-02-02,2023-02-03,2.416,0.02416,7403.0
2023-02-03,2023-02-06,2.418,0.02418,7014.0
2023-02-06,2023-02-07,2.39,0.0239,10509.0
2023-02-07,2023-02-08,2.424,0.024239999999999998,8598.0
2023-02-08,2023-02-09,2.416,0.02416,7518.0
2023-02-09,2023-02-10,2.414,0.02414,11519.0
2023-02-10,2023-02-13,2.423,0.02423,9695.0
2023-02-13,2023-02-14,2.421,0.02421,9988.0
2023-02-14,2023-02-15,2.432,0.024319999999999998,11275.0
2023-02-15,2023-02-16,2.421,0.02421,10602.0
2023-02-16,2023-02-17,2.42,0.0242,10726.0
2023-02-17,2023-02-20,2.417,0.024169999999999997,11307.0
2023-02-20,2023-02-21,2.415,0.02415,10397.0
2023-02-21,2023-02-22,2.423,0.02423,11262.0
2023-02-22,2023-02-23,2.418,0.02418,12011.0
2023-02-23,2023-02-24,2.421,0.02421,11065.0
2023-02-24,2023-02-27,2.42,0.0242,10536.0
2023-02-27,2023-02-28,2.405,0.02405,11957.0
2023-02-28,2023-03-01,2.398,0.02398,14169.0
2023-03-01,2023-03-02,2.414,0.02414,13198.0
2023-03-02,2023-03-03,2.426,0.02426,10010.0
2023-03-03,2023-03-06,2.424,0.024239999999999998,11275.0
2023-03-06,2023-03-07,2.431,0.024310000000000002,9968.0
2023-03-07,2023-03-08,2.404,0.02404,12787.0
2023-03-08,2023-03-09,2.406,0.02406,13202.0
2023-03-09,2023-03-10,2.425,0.024249999999999997,11334.0
2023-03-10,2023-03-13,2.427,0.02427,10266.0
2023-03-13,2023-03-14,2.439,0.024390000000000002,8338.0
2023-03-14,2023-03-15,2.439,0.024390000000000002,9179.0
2023-03-15,2023-03-16,2.403,0.02403,13653.0
2023-03-16,2023-03-17,2.423,0.02423,12496.0
2023-03-17,2023-03-20,2.443,0.02443,9202.0
2023-03-20,2023-03-21,2.432,0.024319999999999998,11938.0
2023-03-21,2023-03-22,2.428,0.02428,14344.0
2023-03-22,2023-03-23,2.939,0.02939,13927.0
2023-03-23,2023-03-24,2.929,0.029289999999999997,12736.0
2023-03-24,2023-03-27,2.931,0.02931,10919.0
2023-03-27,2023-03-28,2.937,0.029369999999999997,9822.0
2023-03-28,2023-03-29,2.941,0.02941,11893.0
2023-03-29,2023-03-30,2.925,0.029249999999999998,11178.0
2023-03-30,2023-03-31,2.945,0.029449999999999997,8084.0
2023-03-31,2023-04-03,2.865,0.028650000000000002,12863.0
2023-04-03,2023-04-04,2.94,0.0294,9600.0
2023-04-04,2023-04-05,2.928,0.02928,11077.0
2023-04-05,2023-04-06,2.844,0.02844,12430.0
2023-04-06,2023-04-07,2.942,0.02942,9044.0
2023-04-07,2023-04-10,2.933,0.02933,11890.0
2023-04-10,2023-04-11,2.912,0.02912,13473.0
2023-04-11,2023-04-12,2.921,0.02921,9545.0
2023-04-12,2023-04-13,2.919,0.02919,10346.0
2023-04-13,2023-04-14,2.926,0.02926,10431.0
2023-04-14,2023-04-17,2.933,0.02933,10088.0
2023-04-17,2023-04-18,2.857,0.02857,13983.0
2023-04-18,2023-04-19,2.924,0.02924,12414.0
2023-04-19,2023-04-20,2.923,0.02923,10887.0
2023-04-20,2023-04-21,2.915,0.02915,4747.0
2023-04-21,2023-04-25,2.918,0.02918,5475.0
2023-04-25,2023-04-26,2.914,0.029140000000000003,10372.0
2023-04-26,2023-04-27,2.934,0.02934,10234.0
2023-04-27,2023-04-28,2.915,0.02915,8403.0
2023-04-28,2023-05-02,2.932,0.02932,9835.0
2023-05-02,2023-05-03,2.902,0.02902,10206.0
2023-05-03,2023-05-04,2.918,0.02918,7184.0
2023-05-04,2023-05-05,2.91,0.0291,11266.0
2023-05-05,2023-05-08,2.914,0.029140000000000003,9046.0
2023-05-08,2023-05-09,2.903,0.02903,10084.0
2023-05-09,2023-05-10,2.89,0.028900000000000002,13028.0
2023-05-10,2023-05-11,2.89,0.028900000000000002,13117.0
2023-05-11,2023-05-12,2.922,0.029220000000000003,8185.0
2023-05-12,2023-05-15,2.905,0.02905,10188.0
2023-05-15,2023-05-16,2.908,0.029079999999999998,9020.0
2023-05-16,2023-05-17,2.884,0.028839999999999998,17610.0
2023-05-17,2023-05-18,2.898,0.028980000000000002,14266.0
2023-05-18,2023-05-19,2.91,0.0291,11075.0
2023-05-19,2023-05-22,2.897,0.02897,14804.0
2023-05-22,2023-05-23,2.909,0.029089999999999998,11975.0
2023-05-23,2023-05-24,2.902,0.02902,14961.0
2023-05-24,2023-05-25,2.895,0.02895,16684.0
2023-05-25,2023-05-26,2.914,0.029140000000000003,12161.0
2023-05-26,2023-05-29,2.905,0.02905,16467.0
2023-05-29,2023-05-30,2.897,0.02897,17434.0
2023-05-30,2023-05-31,2.915,0.02915,10988.0
2023-05-31,2023-06-01,2.945,0.029449999999999997,10928.0
2023-06-01,2023-06-02,2.945,0.029449999999999997,11431.0
2023-06-02,2023-06-05,2.936,0.02936,12505.0
2023-06-05,2023-06-06,2.925,0.029249999999999998,9897.0
2023-06-06,2023-06-07,2.927,0.02927,13056.0
2023-06-07,2023-06-08,2.914,0.029140000000000003,12752.0
2023-06-08,2023-06-09,2.919,0.02919,11952.0
2023-06-09,2023-06-12,2.928,0.02928,14456.0
2023-06-12,2023-06-13,2.925,0.029249999999999998,11774.0
2023-06-13,2023-06-14,2.921,0.02921,15558.0
2023-06-14,2023-06-15,2.93,0.029300000000000003,10881.0
2023-06-15,2023-06-16,2.922,0.029220000000000003,9641.0
2023-06-16,2023-06-19,2.925,0.029249999999999998,11818.0
2023-06-19,2023-06-20,2.935,0.02935,19566.0
2023-06-20,2023-06-21,2.948,0.02948,19656.0
2023-06-21,2023-06-22,2.932,0.02932,15735.0
2023-06-22,2023-06-23,2.928,0.02928,12298.0
2023-06-23,2023-06-26,2.924,0.02924,10640.0
2023-06-26,2023-06-27,2.938,0.029380000000000003,12037.0
2023-06-27,2023-06-28,2.925,0.029249999999999998,10037.0
2023-06-28,2023-07-03,2.995,0.02995,16209.0
2023-07-03,2023-07-04,2.936,0.02936,10684.0
2023-07-04,2023-07-05,2.934,0.02934,12796.0
2023-07-05,2023-07-06,2.912,0.02912,14887.0
2023-07-06,2023-07-07,2.931,0.02931,10207.0
2023-07-07,2023-07-10,2.938,0.029380000000000003,12170.0
2023-07-10,2023-07-11,2.934,0.02934,8874.0
2023-07-11,2023-07-12,2.933,0.02933,11084.0
2023-07-12,2023-07-13,2.933,0.02933,11656.0
2023-07-13,2023-07-14,2.932,0.02932,9891.0
2023-07-14,2023-07-17,2.935,0.02935,8602.0
2023-07-17,2023-07-18,2.919,0.02919,12197.0
2023-07-18,2023-07-20,2.925,0.029249999999999998,12009.0
2023-07-20,2023-07-21,2.925,0.029249999999999998,8865.0
2023-07-21,2023-07-24,2.94,0.0294,10579.0
2023-07-24,2023-07-25,2.935,0.02935,11383.0
2023-07-25,2023-07-26,2.932,0.02932,9239.0
2023-07-26,2023-07-27,2.937,0.029369999999999997,8929.0
2023-07-27,2023-07-28,2.924,0.02924,12269.0
2023-07-28,2023-07-31,2.943,0.02943,7098.0
2023-07-31,2023-08-01,2.97,0.0297,6692.0
2023-08-01,2023-08-02,2.963,0.02963,7498.0
2023-08-02,2023-08-03,2.941,0.02941,11076.0
2023-08-03,2023-08-04,2.946,0.02946,9953.0
2023-08-04,2023-08-07,2.939,0.02939,10253.0
2023-08-07,2023-08-08,2.868,0.028679999999999997,13841.0
2023-08-08,2023-08-09,2.951,0.02951,11077.0
2023-08-09,2023-08-10,2.949,0.02949,10936.0
2023-08-10,2023-08-11,2.938,0.029380000000000003,10295.0
2023-08-11,2023-08-15,2.93,0.029300000000000003,10184.0
2023-08-15,2023-08-16,2.914,0.029140000000000003,11382.0
